	sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	resolved	target_skipped	spill_skipped
3368	162	11	4	0	his	False	-3	7	212	212	212	1224	172	172	460	620	-3	his	False	P	False	3	1	1	0	0
3371	162	11	158	0	his	False	-3	11	188	188	188	364	168	168	168	168	-3	his	False	P	False	3	1	1	0	0
3372	162	11	42	0	his	False	-3	12	124	124	512	1484	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
3375	162	11	187	0	his	False	-3	15	256	256	560	880	172	172	172	536	-3	his	False	P	False	3	1	1	0	0
3376	162	11	183	0	his	False	-3	16	224	224	320	1352	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
3378	162	11	110	0	his	False	-3	18	212	212	212	212	316	316	316	316	-3	his	False	P	False	3	1	1	0	0
3381	162	11	128	0	his	False	-3	21	196	196	196	196	184	184	304	596	-3	his	False	P	False	3	1	1	0	0
3385	162	11	196	0	his	False	-3	25	196	196	384	724	292	292	472	804	-3	his	False	P	False	3	1	1	0	0
3386	162	11	150	0	his	False	-3	27	264	264	264	264	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
3388	162	11	11	0	his	False	-3	29	156	156	156	156	100	100	100	792	-3	his	False	P	False	3	1	1	0	0
3390	162	11	180	0	his	False	-3	31	148	148	148	148	268	268	268	268	-3	his	False	P	False	3	1	1	0	0
3391	162	11	124	0	his	False	-3	32	248	248	248	248	244	244	244	244	-3	his	False	P	False	3	1	1	0	0
3392	162	11	155	0	his	False	-3	33	120	120	120	120	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
3394	162	11	75	0	his	False	-3	35	188	188	188	188	172	172	172	172	-3	his	False	P	False	3	1	1	0	0
3397	162	11	85	0	his	False	-3	38	180	180	180	180	292	292	532	2784	-3	his	False	P	False	3	1	1	0	0
3398	162	11	31	0	his	False	-3	39	212	212	212	856	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
3402	162	11	188	0	his	False	-3	43	240	240	240	896	0	0	0	0	-3	his	False	P	False	3	1	1	0	1
3413	163	11	24	0	he	False	-4	12	204	204	204	204	312	312	312	756	-4	he	False	O	False	2	0	1	0	0
3416	163	11	99	0	he	False	-4	15	204	204	204	204	236	236	236	236	-4	he	False	O	False	2	0	1	0	0
3421	163	11	25	0	he	False	-4	20	196	196	196	196	188	188	388	2012	-4	he	False	O	False	2	0	1	0	0
3422	163	11	115	0	he	False	-4	21	440	564	564	564	200	200	200	200	-4	he	False	O	False	2	0	1	0	0
3424	163	11	111	0	he	False	-4	23	160	160	160	160	212	520	520	2520	-4	he	False	O	False	2	0	1	0	0
3429	163	11	162	0	he	False	-4	29	124	124	124	124	272	272	272	604	-4	he	False	O	False	2	0	1	0	0
3435	163	11	9	0	he	False	-4	35	200	200	200	200	344	576	576	752	-4	he	False	O	False	2	0	1	0	0
3441	163	11	186	0	he	False	-4	41	272	272	272	272	116	268	268	584	-4	he	False	O	False	2	0	1	0	0
3444	172	6	185	0	him	True	-6	1	368	368	368	368	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3445	172	6	178	0	him	True	-6	2	176	176	176	176	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3446	172	6	111	0	him	True	-6	3	168	168	168	168	180	180	180	180	-6	him	False	O	False	3	1	1	0	0
3451	172	6	186	0	him	True	-6	8	192	192	192	192	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3452	172	6	172	0	him	True	-6	10	216	280	280	280	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3453	172	6	47	0	him	True	-6	11	220	220	444	1772	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3454	172	6	103	0	him	True	-6	12	124	124	124	268	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3457	172	6	81	0	him	True	-6	15	256	256	384	1044	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3458	172	6	153	0	him	True	-6	16	152	308	308	308	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3459	172	6	96	0	him	True	-6	17	264	264	264	264	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3461	172	6	14	0	him	True	-6	19	200	200	200	200	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3462	172	6	182	0	him	True	-6	20	140	140	140	140	172	172	172	172	-6	him	False	O	False	3	1	1	0	0
3463	172	6	197	0	him	True	-6	21	140	140	140	140	148	148	148	148	-6	him	False	O	False	3	1	1	0	0
3464	172	6	161	0	him	True	-6	22	412	412	412	412	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3465	172	6	163	0	him	True	-6	23	380	380	380	380	372	372	372	372	-6	him	False	O	False	3	1	1	0	0
3466	172	6	130	0	him	True	-6	24	224	224	224	224	152	152	152	152	-6	him	False	O	False	3	1	1	0	0
3467	172	6	143	0	him	True	-6	25	84	84	84	84	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3468	172	6	109	0	him	True	-6	27	144	144	144	144	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3469	172	6	198	0	him	True	-6	28	364	364	364	364	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3470	172	6	61	0	him	True	-6	29	128	252	252	252	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3472	172	6	77	0	him	True	-6	31	236	236	236	236	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3473	172	6	46	0	him	True	-6	32	268	268	268	268	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3475	172	6	64	0	him	True	-6	34	164	164	164	164	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3476	172	6	47	0	him	True	-6	35	212	212	212	212	208	208	208	208	-6	him	False	O	False	3	1	1	0	0
3477	172	6	64	0	him	True	-6	36	244	244	244	244	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3478	172	6	6	0	him	True	-6	37	252	252	252	252	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3479	172	6	7	0	him	True	-6	38	188	188	188	188	208	208	376	1116	-6	him	False	O	False	3	1	1	0	0
3481	172	6	93	0	him	True	-6	40	216	216	216	256	0	0	0	0	-6	him	False	O	False	3	1	1	0	1
3482	172	6	93	0	him	True	-6	41	136	136	356	668	148	148	148	148	-6	him	False	O	False	3	1	1	0	0
3484	172	6	152	0	him	True	-6	43	148	148	148	148	188	188	188	188	-6	him	False	O	False	3	1	1	0	0
3487	173	4	164	0	he	False	-4	3	304	304	304	304	188	188	188	188	-4	he	False	O	False	2	0	1	0	0
3491	173	4	140	0	he	False	-4	7	136	136	136	136	132	132	132	132	-4	he	False	O	False	2	0	1	0	0
3492	173	4	154	0	he	False	-4	8	164	164	164	164	140	140	140	140	-4	he	False	O	False	2	0	1	0	0
3494	173	4	78	0	he	False	-4	11	144	144	144	144	136	136	136	136	-4	he	False	O	False	2	0	1	0	0
3496	173	4	6	0	he	False	-4	13	204	204	204	204	0	0	0	0	-4	he	False	O	False	2	0	1	0	1
3498	173	4	98	0	he	False	-4	15	232	232	232	232	56	56	56	56	-4	he	False	O	False	2	0	1	0	0
3499	173	4	51	0	he	False	-4	16	216	216	216	216	304	812	812	812	-4	he	False	O	False	2	0	1	0	0
3503	173	4	177	0	he	False	-4	20	136	136	136	136	144	144	144	144	-4	he	False	O	False	2	0	1	0	0
3504	173	4	148	0	he	False	-4	21	152	152	152	152	272	400	400	400	-4	he	False	O	False	2	0	1	0	0
3506	173	4	157	0	he	False	-4	23	220	220	220	220	260	600	600	748	-4	he	False	O	False	2	0	1	0	0
3507	173	4	121	0	he	False	-4	24	160	412	412	412	292	452	452	452	-4	he	False	O	False	2	0	1	0	0
3508	173	4	52	0	he	False	-4	25	84	84	84	84	0	0	0	0	-4	he	False	O	False	2	0	1	0	1
3510	173	4	6	0	he	False	-4	28	28	28	28	280	92	128	128	128	-4	he	False	O	False	2	0	1	0	0
3512	173	4	76	0	he	False	-4	30	264	264	264	264	308	308	308	308	-4	he	False	O	False	2	0	1	0	0
3514	173	4	101	0	he	False	-4	32	184	184	184	184	224	224	224	224	-4	he	False	O	False	2	0	1	0	0
3519	173	4	192	0	he	False	-4	37	232	232	232	232	328	732	732	732	-4	he	False	O	False	2	0	1	0	0
3522	173	4	14	0	he	False	-4	40	216	216	216	216	168	484	484	484	-4	he	False	O	False	2	0	1	0	0
3525	173	4	3	0	he	False	-4	43	124	124	124	124	224	224	224	224	-4	he	False	O	False	2	0	1	0	0
3528	173	11	164	0	his	False	-6	3	212	212	416	580	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
3532	173	11	140	0	his	False	-6	7	224	224	424	3204	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
3534	173	11	199	0	his	False	-6	10	200	200	200	200	224	224	500	1320	-6	his	False	P	False	3	1	1	0	0
3536	173	11	101	0	his	False	-6	12	256	256	256	256	84	84	84	1116	-6	his	False	P	False	3	1	1	0	0
3539	173	11	98	0	his	False	-6	15	472	472	472	712	0	0	0	0	-6	his	False	P	False	3	1	1	0	1
3540	173	11	51	0	his	False	-6	16	184	476	476	476	416	416	416	416	-6	his	False	P	False	3	1	1	0	0
3541	173	11	149	0	his	False	-6	17	336	336	336	428	232	232	232	828	-6	his	False	P	False	3	1	1	0	0
3543	173	11	108	0	his	False	-6	19	92	92	92	156	76	164	164	988	-6	his	False	P	False	3	1	1	0	0
3545	173	11	148	0	his	False	-6	21	304	304	304	476	172	172	172	172	-6	his	False	P	False	3	1	1	0	0
3546	173	11	83	0	his	False	-6	22	284	284	284	284	232	232	232	708	-6	his	False	P	False	3	1	1	0	0
3550	173	11	143	0	his	False	-6	27	244	244	244	244	172	172	172	972	-6	his	False	P	False	3	1	1	0	0
3551	173	11	6	0	his	False	-6	28	88	88	88	244	196	620	888	1504	-6	his	False	P	False	3	1	1	0	0
3552	173	11	196	0	his	False	-6	29	256	256	256	256	196	196	196	348	-6	his	False	P	False	3	1	1	0	0
3555	173	11	101	0	his	False	-6	32	160	160	160	160	104	104	104	104	-6	his	False	P	False	3	1	1	0	0
3557	173	11	203	0	his	False	-6	34	500	500	500	632	120	120	120	120	-6	his	False	P	False	3	1	1	0	0
3559	173	11	42	0	his	False	-6	36	232	448	604	860	80	80	80	80	-6	his	False	P	False	3	1	1	0	0
3563	173	11	14	0	his	False	-6	40	132	132	240	468	172	360	360	788	-6	his	False	P	False	3	1	1	0	0
3564	173	11	62	0	his	False	-6	41	272	272	272	272	180	180	180	556	-6	his	False	P	False	3	1	1	0	0
3566	173	11	3	0	his	False	-6	43	288	288	288	288	108	108	108	272	-6	his	False	P	False	3	1	1	0	0
3567	175	9	177	0	she	True	-5	1	136	136	136	136	260	260	260	260	-5	she	False	O	False	3	2	1	0	0
3568	175	9	135	0	she	True	-5	2	120	120	120	120	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3569	175	9	110	0	she	True	-5	3	232	232	232	232	108	108	108	108	-5	she	False	O	False	3	2	1	0	0
3573	175	9	191	0	she	True	-5	7	64	64	64	64	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3574	175	9	171	0	she	True	-5	8	92	92	92	92	264	264	264	264	-5	she	False	O	False	3	2	1	0	0
3575	175	9	162	0	she	True	-5	10	136	136	136	136	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3577	175	9	7	0	she	True	-5	12	228	228	228	228	152	152	152	152	-5	she	False	O	False	3	2	1	0	0
3579	175	9	162	0	she	True	-5	14	152	384	384	384	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3580	175	9	141	0	she	True	-5	15	244	244	244	492	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3581	175	9	53	0	she	True	-5	16	192	192	192	192	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3582	175	9	56	0	she	True	-5	17	160	160	160	160	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3583	175	9	128	0	she	True	-5	18	208	208	208	208	172	172	172	172	-5	she	False	O	False	3	2	1	0	0
3584	175	9	163	0	she	True	-5	19	88	88	88	88	184	184	184	184	-5	she	False	O	False	3	2	1	0	0
3586	175	9	54	0	she	True	-5	21	216	216	216	216	148	148	148	148	-5	she	False	O	False	3	2	1	0	0
3589	175	9	192	0	she	True	-5	24	192	192	192	192	136	136	136	136	-5	she	False	O	False	3	2	1	0	0
3592	175	9	71	0	she	True	-5	28	280	280	280	280	160	160	160	300	-5	she	False	O	False	3	2	1	0	0
3594	175	9	52	0	she	True	-5	30	264	264	368	2280	540	540	540	540	-5	she	False	O	False	3	2	1	0	0
3595	175	9	106	0	she	True	-5	31	148	148	148	148	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3599	175	9	84	0	she	True	-5	35	188	188	188	188	208	208	208	208	-5	she	False	O	False	3	2	1	0	0
3600	175	9	30	0	she	True	-5	36	196	196	196	196	0	0	0	0	-5	she	False	O	False	3	2	1	0	1
3601	175	9	136	0	she	True	-5	37	172	364	364	364	144	144	144	144	-5	she	False	O	False	3	2	1	0	0
3602	175	9	71	0	she	True	-5	38	212	212	212	212	240	240	240	240	-5	she	False	O	False	3	2	1	0	0
3604	175	9	24	0	she	True	-5	40	132	132	132	132	136	136	136	136	-5	she	False	O	False	3	2	1	0	0
3605	175	9	42	0	she	True	-5	41	204	204	204	204	148	148	148	148	-5	she	False	O	False	3	2	1	0	0
3606	175	9	142	0	she	True	-5	42	240	240	240	240	148	148	148	148	-5	she	False	O	False	3	2	1	0	0
3608	176	9	7	0	she	True	-2	1	288	288	288	288	348	348	348	348	-2	she	False	O	False	3	1	1	0	0
3609	176	9	151	0	she	True	-2	2	228	228	228	228	172	172	172	172	-2	she	False	O	False	3	1	1	0	0
3610	176	9	51	0	she	True	-2	3	148	356	356	356	156	156	156	156	-2	she	False	O	False	3	1	1	0	0
3611	176	9	15	0	she	True	-2	4	172	172	172	172	200	200	200	200	-2	she	False	O	False	3	1	1	0	0
3612	176	9	63	0	she	True	-2	5	216	216	216	216	208	208	208	208	-2	she	False	O	False	3	1	1	0	0
3615	176	9	87	0	she	True	-2	8	224	224	224	224	196	196	196	196	-2	she	False	O	False	3	1	1	0	0
3617	176	9	85	0	she	True	-2	10	128	128	128	128	132	132	132	132	-2	she	False	O	False	3	1	1	0	0
3619	176	9	173	0	she	True	-2	12	172	172	172	172	0	0	0	0	-2	she	False	O	False	3	1	1	0	1
3620	176	9	203	0	she	True	-2	13	164	164	164	164	168	168	168	168	-2	she	False	O	False	3	1	1	0	0
3621	176	9	148	0	she	True	-2	14	236	236	236	236	0	0	0	0	-2	she	False	O	False	3	1	1	0	1
3623	176	9	92	0	she	True	-2	16	212	360	360	360	300	300	300	300	-2	she	False	O	False	3	1	1	0	0
3624	176	9	156	0	she	True	-2	17	176	176	176	176	0	0	0	0	-2	she	False	O	False	3	1	1	0	1
3626	176	9	84	0	she	True	-2	19	176	176	176	176	156	156	156	156	-2	she	False	O	False	3	1	1	0	0
3628	176	9	22	0	she	True	-2	21	152	152	152	268	208	352	560	1684	-2	she	False	O	False	3	1	1	0	0
3629	176	9	7	0	she	True	-2	22	196	196	196	196	340	608	608	608	-2	she	False	O	False	3	1	1	0	0
3630	176	9	35	0	she	True	-2	23	176	1276	1276	1276	192	192	192	192	-2	she	False	O	False	3	1	1	0	0
3632	176	9	137	0	she	True	-2	25	172	172	172	172	224	224	224	224	-2	she	False	O	False	3	1	1	0	0
3634	176	9	74	0	she	True	-2	28	268	408	408	408	152	152	152	152	-2	she	False	O	False	3	1	1	0	0
3637	176	9	115	0	she	True	-2	31	184	184	184	184	176	176	176	176	-2	she	False	O	False	3	1	1	0	0
3638	176	9	108	0	she	True	-2	32	172	172	172	172	116	508	508	508	-2	she	False	O	False	3	1	1	0	0
3639	176	9	141	0	she	True	-2	33	80	80	284	2208	116	116	116	116	-2	she	False	O	False	3	1	1	0	0
3641	176	9	96	0	she	True	-2	35	168	168	168	168	128	128	128	128	-2	she	False	O	False	3	1	1	0	0
3643	176	9	182	0	she	True	-2	37	172	172	172	172	148	324	324	324	-2	she	False	O	False	3	1	1	0	0
3646	176	9	31	0	she	True	-2	40	140	272	272	272	184	184	184	184	-2	she	False	O	False	3	1	1	0	0
3647	176	9	102	0	she	True	-2	41	304	304	304	304	0	0	0	0	-2	she	False	O	False	3	1	1	0	1
3648	176	9	153	0	she	True	-2	42	180	180	180	180	0	0	0	0	-2	she	False	O	False	3	1	1	0	1
3649	176	9	75	0	she	True	-2	43	88	88	88	88	156	156	156	156	-2	she	False	O	False	3	1	1	0	0
3652	176	11	51	0	it	True	-8	3	212	212	212	212	204	204	628	1100	-8	it	False	O	False	2	2	1	0	0
3655	176	11	28	0	it	True	-8	6	200	200	200	200	216	216	216	1324	-8	it	False	O	False	2	2	1	0	0
3657	176	11	87	0	it	True	-8	8	184	184	184	184	476	476	476	476	-8	it	False	O	False	2	2	1	0	0
3661	176	11	173	0	it	True	-8	12	148	148	148	148	192	192	476	1700	-8	it	False	O	False	2	2	1	0	0
3663	176	11	148	0	it	True	-8	14	324	324	608	844	124	124	392	1244	-8	it	False	O	False	2	2	1	0	0
3665	176	11	92	0	it	True	-8	16	140	140	140	140	276	276	276	1212	-8	it	False	O	False	2	2	1	0	0
3666	176	11	156	0	it	True	-8	17	188	188	188	188	148	148	368	2340	-8	it	False	O	False	2	2	1	0	0
3676	176	11	74	0	it	True	-8	28	172	172	172	172	232	232	1384	1868	-8	it	False	O	False	2	2	1	0	0
3680	176	11	108	0	it	True	-8	32	236	236	236	236	184	384	712	1028	-8	it	False	O	False	2	2	1	0	0
3682	176	11	45	0	it	True	-8	34	320	320	1120	1556	180	180	180	484	-8	it	False	O	False	2	2	1	0	0
3683	176	11	96	0	it	True	-8	35	168	168	168	168	192	192	192	192	-8	it	False	O	False	2	2	1	0	0
3685	176	11	182	0	it	True	-8	37	148	148	148	148	256	256	256	2232	-8	it	False	O	False	2	2	1	0	0
3689	176	11	102	0	it	True	-8	41	132	132	132	132	172	172	372	2176	-8	it	False	O	False	2	2	1	0	0
3690	176	11	153	0	it	True	-8	42	160	160	160	160	200	200	644	1508	-8	it	False	O	False	2	2	1	0	0
3692	183	3	43	0	her	False	-3	1	132	300	300	300	148	148	148	148	-3	her	False	O	False	3	0	1	0	0
3693	183	3	125	0	her	False	-3	2	108	108	108	108	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3694	183	3	194	0	her	False	-3	3	136	136	136	136	156	300	300	300	-3	her	False	O	False	3	0	1	0	0
3695	183	3	89	0	her	False	-3	4	160	160	160	160	188	188	188	188	-3	her	False	O	False	3	0	1	0	0
3699	183	3	83	0	her	False	-3	8	164	164	336	536	140	140	140	140	-3	her	False	O	False	3	0	1	0	0
3701	183	3	56	0	her	False	-3	11	156	156	156	156	156	156	156	156	-3	her	False	O	False	3	0	1	0	0
3703	183	3	62	0	her	False	-3	13	152	152	152	152	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3704	183	3	57	0	her	False	-3	14	132	132	132	132	280	280	280	280	-3	her	False	O	False	3	0	1	0	0
3706	183	3	138	0	her	False	-3	16	200	352	352	352	172	172	172	172	-3	her	False	O	False	3	0	1	0	0
3707	183	3	95	0	her	False	-3	17	208	208	208	208	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3708	183	3	47	0	her	False	-3	18	200	200	200	200	136	136	136	136	-3	her	False	O	False	3	0	1	0	0
3709	183	3	87	0	her	False	-3	19	196	196	196	196	104	104	104	104	-3	her	False	O	False	3	0	1	0	0
3711	183	3	108	0	her	False	-3	21	72	72	212	408	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3712	183	3	172	0	her	False	-3	22	568	568	568	568	148	148	148	148	-3	her	False	O	False	3	0	1	0	0
3713	183	3	71	0	her	False	-3	23	160	160	160	160	340	340	340	340	-3	her	False	O	False	3	0	1	0	0
3714	183	3	154	0	her	False	-3	24	236	236	236	236	152	152	152	152	-3	her	False	O	False	3	0	1	0	0
3715	183	3	152	0	her	False	-3	25	152	152	152	152	252	252	252	252	-3	her	False	O	False	3	0	1	0	0
3716	183	3	63	0	her	False	-3	27	248	248	248	248	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3717	183	3	109	0	her	False	-3	28	364	364	364	364	292	292	292	524	-3	her	False	O	False	3	0	1	0	0
3718	183	3	168	0	her	False	-3	29	144	144	144	280	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3719	183	3	202	0	her	False	-3	30	312	312	312	312	156	156	340	588	-3	her	False	O	False	3	0	1	0	0
3720	183	3	159	0	her	False	-3	31	184	184	184	184	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3721	183	3	204	0	her	False	-3	32	180	180	180	180	180	180	180	180	-3	her	False	O	False	3	0	1	0	0
3722	183	3	78	0	her	False	-3	33	168	168	168	168	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
3723	183	3	173	0	her	False	-3	34	176	176	176	176	208	208	208	208	-3	her	False	O	False	3	0	1	0	0
3726	183	3	42	0	her	False	-3	37	132	132	132	132	148	148	148	148	-3	her	False	O	False	3	0	1	0	0
3727	183	3	111	0	her	False	-3	38	176	176	176	176	244	244	244	244	-3	her	False	O	False	3	0	1	0	0
3729	183	3	61	0	her	False	-3	40	152	152	152	152	136	136	344	532	-3	her	False	O	False	3	0	1	0	0
3731	183	3	85	0	her	False	-3	42	236	236	236	236	268	268	268	268	-3	her	False	O	False	3	0	1	0	0
3732	183	3	179	0	her	False	-3	43	144	144	144	144	168	168	168	168	-3	her	False	O	False	3	0	1	0	0
3733	185	12	36	0	his	False	-7	1	148	420	752	2752	284	616	616	616	-7	his	False	P	False	3	0	1	0	0
3734	185	12	4	0	his	False	-7	2	168	168	168	272	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3736	185	12	10	0	his	False	-7	4	204	204	204	372	228	228	228	564	-7	his	False	P	False	3	0	1	0	0
3737	185	12	202	0	his	False	-7	5	256	256	520	892	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3738	185	12	158	0	his	False	-7	6	708	708	708	708	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3739	185	12	66	0	his	False	-7	7	220	220	220	740	276	276	276	1080	-7	his	False	P	False	3	0	1	0	0
3740	185	12	147	0	his	False	-7	8	236	476	476	664	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3741	185	12	200	0	his	False	-7	10	220	220	220	220	212	212	476	1860	-7	his	False	P	False	3	0	1	0	0
3742	185	12	34	0	his	False	-7	11	256	256	256	256	196	196	196	196	-7	his	False	P	False	3	0	1	0	0
3744	185	12	188	0	his	False	-7	13	184	184	184	184	456	456	456	776	-7	his	False	P	False	3	0	1	0	0
3745	185	12	92	0	his	False	-7	14	232	232	232	232	244	244	244	244	-7	his	False	P	False	3	0	1	0	0
3746	185	12	86	0	his	False	-7	15	760	760	760	760	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3747	185	12	184	0	his	False	-7	16	168	400	400	824	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3749	185	12	52	0	his	False	-7	18	224	224	224	224	168	168	168	524	-7	his	False	P	False	3	0	1	0	0
3750	185	12	198	0	his	False	-7	19	208	208	208	208	152	228	228	1264	-7	his	False	P	False	3	0	1	0	0
3754	185	12	181	0	his	False	-7	23	144	144	144	144	164	472	472	648	-7	his	False	P	False	3	0	1	0	0
3756	185	12	16	0	his	False	-7	25	168	168	168	168	244	244	244	356	-7	his	False	P	False	3	0	1	0	0
3757	185	12	160	0	his	False	-7	27	224	224	224	224	192	192	192	192	-7	his	False	P	False	3	0	1	0	0
3759	185	12	180	0	his	False	-7	29	216	216	216	216	208	208	208	344	-7	his	False	P	False	3	0	1	0	0
3760	185	12	103	0	his	False	-7	30	496	496	496	496	584	584	584	584	-7	his	False	P	False	3	0	1	0	0
3761	185	12	13	0	his	False	-7	31	204	204	204	204	204	560	560	560	-7	his	False	P	False	3	0	1	0	0
3762	185	12	126	0	his	False	-7	32	208	208	208	208	136	136	136	136	-7	his	False	P	False	3	0	1	0	0
3763	185	12	1	0	his	False	-7	33	188	188	188	188	232	232	232	436	-7	his	False	P	False	3	0	1	0	0
3766	185	12	32	0	his	False	-7	36	180	180	180	596	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3767	185	12	137	0	his	False	-7	37	208	208	208	208	156	156	156	156	-7	his	False	P	False	3	0	1	0	0
3769	185	12	138	0	his	False	-7	39	172	172	172	172	148	148	148	880	-7	his	False	P	False	3	0	1	0	0
3771	185	12	181	0	his	False	-7	41	192	192	192	192	256	372	372	372	-7	his	False	P	False	3	0	1	0	0
3773	185	12	69	0	his	False	-7	43	268	552	552	912	0	0	0	0	-7	his	False	P	False	3	0	1	0	1
3777	187	9	133	0	he	True	-5	4	32	132	132	132	56	288	288	288	-5	he	False	O	False	2	1	1	0	0
3780	187	9	205	0	he	True	-5	7	148	148	148	148	116	116	116	116	-5	he	False	O	False	2	1	1	0	0
3781	187	9	115	0	he	True	-5	8	176	176	176	176	152	152	152	152	-5	he	False	O	False	2	1	1	0	0
3785	187	9	182	0	he	True	-5	13	196	196	196	196	176	176	176	176	-5	he	False	O	False	2	1	1	0	0
3786	187	9	63	0	he	True	-5	14	176	176	176	176	208	208	208	208	-5	he	False	O	False	2	1	1	0	0
3788	187	9	112	0	he	True	-5	16	252	252	252	252	160	160	160	160	-5	he	False	O	False	2	1	1	0	0
3795	187	9	189	0	he	True	-5	23	216	216	216	216	72	312	312	312	-5	he	False	O	False	2	1	1	0	0
3803	187	9	49	0	he	True	-5	32	240	240	240	240	176	420	420	420	-5	he	False	O	False	2	1	1	0	0
3808	187	9	202	0	he	True	-5	37	148	148	148	148	140	140	140	140	-5	he	False	O	False	2	1	1	0	0
3812	187	9	94	0	he	True	-5	41	180	180	180	180	252	252	252	252	-5	he	False	O	False	2	1	1	0	0
3813	187	9	36	0	he	True	-5	42	152	152	152	152	0	0	0	0	-5	he	False	O	False	2	1	1	0	1
3823	187	12	190	0	it	True	-6	10	192	192	192	192	360	580	580	1232	-6	it	False	O	False	2	2	1	0	0
3828	187	12	90	0	it	True	-6	15	260	952	952	1492	0	0	0	0	-6	it	False	O	False	2	2	1	0	1
3829	187	12	112	0	it	True	-6	16	172	172	172	172	320	544	544	544	-6	it	False	O	False	2	2	1	0	0
3833	187	12	8	0	it	True	-6	20	152	152	152	152	252	252	380	1388	-6	it	False	O	False	2	2	1	0	0
3836	187	12	189	0	it	True	-6	23	344	344	344	344	408	408	408	876	-6	it	False	O	False	2	2	1	0	0
3838	187	12	132	0	it	True	-6	25	252	252	252	368	72	72	72	664	-6	it	False	O	False	2	2	1	0	0
3840	187	12	108	0	it	True	-6	28	184	184	184	184	0	0	0	0	-6	it	False	O	False	2	2	1	0	1
3851	187	12	73	0	it	True	-6	39	528	528	528	528	0	0	0	0	-6	it	False	O	False	2	2	1	0	1
3854	187	12	36	0	it	True	-6	42	264	264	264	956	0	0	0	0	-6	it	False	O	False	2	2	1	0	1
3856	188	6	84	0	he	True	-5	1	276	276	276	276	196	304	304	304	-5	he	False	O	False	2	1	1	0	0
3857	188	6	153	0	he	True	-5	2	140	140	140	140	152	152	152	152	-5	he	False	O	False	2	1	1	0	0
3858	188	6	205	0	he	True	-5	3	172	172	172	172	280	280	280	280	-5	he	False	O	False	2	1	1	0	0
3860	188	6	147	0	he	True	-5	5	320	320	320	612	0	0	0	0	-5	he	False	O	False	2	1	1	0	1
3863	188	6	163	0	he	True	-5	8	348	348	348	348	0	0	0	0	-5	he	False	O	False	2	1	1	0	1
3866	188	6	100	0	he	True	-5	12	172	172	172	172	172	172	172	172	-5	he	False	O	False	2	1	1	0	0
